2024-05-08T00:00:26.241-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:00:26.233Z uptime=34800141ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=38 (+0)]
2024-05-08T00:49:01.922-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:49:01.921Z uptime=37715829ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:49:31.927-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:49:31.923Z uptime=37745831ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:50:01.936-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:50:01.935Z uptime=37775843ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:50:31.944-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:50:31.943Z uptime=37805851ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:51:01.955-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:51:01.952Z uptime=37835860ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:51:31.964-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:51:31.962Z uptime=37865870ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:52:01.977-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:52:01.972Z uptime=37895880ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:52:31.982-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:52:31.978Z uptime=37925886ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=90 MiB 691 KiB (95080232) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:53:01.988-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:53:01.987Z uptime=37955895ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+8 MiB (8388608)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:53:31.991-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:53:31.990Z uptime=37985898ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:54:01.998-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:54:01.996Z uptime=38015904ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:54:32.007-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:54:32.006Z uptime=38045914ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:55:02.012-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:55:02.011Z uptime=38075919ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:55:32.025-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:55:32.019Z uptime=38105927ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:56:02.031-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:56:02.029Z uptime=38135937ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:56:32.046-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:56:32.041Z uptime=38165949ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:57:02.053-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:57:02.052Z uptime=38195960ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:57:32.064-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:57:32.062Z uptime=38225970ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:58:02.072-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:58:02.069Z uptime=38255977ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:58:32.080-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:58:32.078Z uptime=38285986ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:59:02.083-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:59:02.082Z uptime=38315990ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T00:59:32.086-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T04:59:32.085Z uptime=38345993ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T01:00:02.103-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T05:00:02.096Z uptime=38376004ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T01:00:32.104-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T05:00:32.103Z uptime=38406011ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T01:01:02.117-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T05:01:02.115Z uptime=38436023ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
2024-05-08T01:03:42.270-04:00  WARN 7628 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m43s629ms).
2024-05-08T01:03:45.754-04:00  INFO 7628 --- [activepivot-health-event-dispatcher] c.a.t.o.a.h.ILoggingHealthEventHandler   : [jvm, memory] INFO 2024-05-08T05:03:45.744Z uptime=38599652ms com.activeviam.tech.observability.internal.health.JvmHealthCheck.createEvent:57 thread=activeviam-health-check-worker thread_id=57 event_type=JvmMemoryReport JVM Memory Usage report: G1 Young Generation[count=20 (+0), time=0s (+0)]  G1 Concurrent GC[count=6 (+0), time=0s (+0)]  G1 Old Generation[count=0 (+0), time=0s (+0)]  Heap[used=98 MiB 691 KiB (103468840) (+(0)), committed=264 MiB (276824064) (+(0)), max=10 GiB (10737418240) (+(0))]  Direct[used=67 KiB 1023 bytes (69631) (+(0)), reserved=67 KiB 1023 bytes (69631) (+(0)), count=7 (+0), max=20 GiB (21474836480) (+(0))]  Threads[count=36 (+0), peak=39 (+0)]
